path,twrp_blob,orangefox_initial_blob,orangefox_port_blob,classification,reason
recovery/root/vendor/lib64/android.hardware.security.secureclock-V1-ndk.so,b816fcf15e94dd9ba932ed5314b54e202b766d2a,b816fcf15e94dd9ba932ed5314b54e202b766d2a,b816fcf15e94dd9ba932ed5314b54e202b766d2a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.security.sharedsecret-V1-ndk.so,5213f819f936a2e6f50d177859932675d009ee6c,5213f819f936a2e6f50d177859932675d009ee6c,5213f819f936a2e6f50d177859932675d009ee6c,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.sensors-V2-ndk.so,967cbe6375b15dbeea94d3a7368933c73a01430e,967cbe6375b15dbeea94d3a7368933c73a01430e,967cbe6375b15dbeea94d3a7368933c73a01430e,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.sensors@1.0.so,90842ab7a821fed24321e85a4da6477b5927ebe3,90842ab7a821fed24321e85a4da6477b5927ebe3,90842ab7a821fed24321e85a4da6477b5927ebe3,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.sensors@2.0.so,5546ec693815b5a55bef8c76b9ce0dfa54b041c8,5546ec693815b5a55bef8c76b9ce0dfa54b041c8,5546ec693815b5a55bef8c76b9ce0dfa54b041c8,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.wifi.common-V1-ndk.so,a34180e6a9b656dacbb0c5b8bf4f45e3ab7b7070,a34180e6a9b656dacbb0c5b8bf4f45e3ab7b7070,a34180e6a9b656dacbb0c5b8bf4f45e3ab7b7070,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.wifi.supplicant-V3-ndk.so,3e4d4ba7d8639dac931d1710260e4c683449e2ba,8f351d8ca6392d4eb8976bf9126f38828d4f195c,3e4d4ba7d8639dac931d1710260e4c683449e2ba,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.system.keystore2-V1-ndk.so,38ab864b0bfa13bde1ee9e95157e3f7a292f1a55,38ab864b0bfa13bde1ee9e95157e3f7a292f1a55,38ab864b0bfa13bde1ee9e95157e3f7a292f1a55,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/hw/libqtigatekeeper.so,0c3690efd1edeedfa709f15419f8bf8b965649df,01568b5c452a5fc7fdfc92a7828721ac5be87c3b,0c3690efd1edeedfa709f15419f8bf8b965649df,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libGPMTEEC_vendor.so,be00035c65d6843a7f0259939316304ecf360e33,be00035c65d6843a7f0259939316304ecf360e33,be00035c65d6843a7f0259939316304ecf360e33,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libGPTEE_vendor.so,72ceb40d0aacc3a6b2ccea6c2df5f8d8d0071e82,72ceb40d0aacc3a6b2ccea6c2df5f8d8d0071e82,72ceb40d0aacc3a6b2ccea6c2df5f8d8d0071e82,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libGPreqcancel.so,4711d37d0c76837d5facb8c5cc03920528a94c0f,4711d37d0c76837d5facb8c5cc03920528a94c0f,4711d37d0c76837d5facb8c5cc03920528a94c0f,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libGPreqcancel_svc.so,6853cf4193c454c6bcf320843c60e685e90cbc7a,6853cf4193c454c6bcf320843c60e685e90cbc7a,6853cf4193c454c6bcf320843c60e685e90cbc7a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libQSEEComAPI.so,97619b87ac1d94185372e616509ac8ba2642ceec,97619b87ac1d94185372e616509ac8ba2642ceec,97619b87ac1d94185372e616509ac8ba2642ceec,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/lib_android_keymaster_keymint_utils.so,f5e6493d3ce6c9142774bf0b10994ff40b287e07,f5e6493d3ce6c9142774bf0b10994ff40b287e07,f5e6493d3ce6c9142774bf0b10994ff40b287e07,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libagmdevice.so,8efdd16c5beae0f317bf68e64124f279d4e11bc9,8efdd16c5beae0f317bf68e64124f279d4e11bc9,8efdd16c5beae0f317bf68e64124f279d4e11bc9,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libagmmixer.so,a9872737fca6253b47ef0fbcd2c8e5f91c4b8b20,0af7d5f8141f70f82133a1ae1d5f56db03ca3aa9,a9872737fca6253b47ef0fbcd2c8e5f91c4b8b20,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libapexsupport.so,84e37551ce183dc06299a824ec99c2a751cb38b6,84e37551ce183dc06299a824ec99c2a751cb38b6,84e37551ce183dc06299a824ec99c2a751cb38b6,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libbase-sdk35.so,f3223a9c18ada95a4dcd4283b7dd667c71d2b22b,82b02583c86e77e5218ac85fb22cdf4de9524ac3,f3223a9c18ada95a4dcd4283b7dd667c71d2b22b,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libbinder_ndk-sdk35.so,80ba8bf45e07fc722916103a352b1bb90451e015,bce2da5a339e2f62eaaf8c164d9f1545a2e7f733,80ba8bf45e07fc722916103a352b1bb90451e015,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libboot_control_qti.so,7cee61b90439e56fa571353f779f8961e03f34ef,9298a077704500f356ebb569ab3758959db90f0e,7cee61b90439e56fa571353f779f8961e03f34ef,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libconfigdb.so,18c1290b0d8a3d8f3b5dfb3bca47538298826459,18c1290b0d8a3d8f3b5dfb3bca47538298826459,18c1290b0d8a3d8f3b5dfb3bca47538298826459,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libcppbor.so,43db5936019319cd00ec80c987d162b6645646b3,43db5936019319cd00ec80c987d162b6645646b3,43db5936019319cd00ec80c987d162b6645646b3,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libcppbor_external.so,494f043ee752e27129c1824b9158d3ff7c154035,494f043ee752e27129c1824b9158d3ff7c154035,494f043ee752e27129c1824b9158d3ff7c154035,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libcppcose_rkp.so,067994079ce81a96483cc45fab712a9cd68fb995,067994079ce81a96483cc45fab712a9cd68fb995,067994079ce81a96483cc45fab712a9cd68fb995,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libcrypto-sdk35.so,4f96d1af45c0e4106fc5438d2c23e4661abcb4e2,56630cd2c91f0b3afd08392f55f44e4b4ed6a1b9,4f96d1af45c0e4106fc5438d2c23e4661abcb4e2,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libcxx.so,631033b714680fa8172e591065aa737f1e384772,c72d029c3bb8ebd5abd24318c8d32ef9a4c320e6,631033b714680fa8172e591065aa737f1e384772,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libdiag.so,ee4d92f0a33de7257832c395f22a7bb40b73c00e,3e9c7437594375cf08f909406d24537473aa2f36,ee4d92f0a33de7257832c395f22a7bb40b73c00e,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libdisplayconfig.qti.so,720af9ebad772075197ad9c728a37bbc027ffe33,1ecb25663a9d7249369506b7ca770b351935d01c,720af9ebad772075197ad9c728a37bbc027ffe33,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libdmabufheap.so,b4e82e9c5898a2796b03d7a731aef6b5743251c0,919b017130b34a84f99f3fe31f98fe8c06d87f07,b4e82e9c5898a2796b03d7a731aef6b5743251c0,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libdrm.so,5a4fb85dff96dcc54cf6e054335fe09ffcc37594,5a4fb85dff96dcc54cf6e054335fe09ffcc37594,5a4fb85dff96dcc54cf6e054335fe09ffcc37594,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libdrmfs.so,3b98e58bdb8bcbcc08d725272a3f2a927b0e0844,3b98e58bdb8bcbcc08d725272a3f2a927b0e0844,3b98e58bdb8bcbcc08d725272a3f2a927b0e0844,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libdrmtime.so,bcf9d3e68d9a54b034512bd1a0dc3420aad0980a,bcf9d3e68d9a54b034512bd1a0dc3420aad0980a,bcf9d3e68d9a54b034512bd1a0dc3420aad0980a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libdsi_netctrl.so,a6a2473c82687f3a0765c542c80df30e0441072b,302a0677452efe7486ca9d7607ccbfee13b6e139,a6a2473c82687f3a0765c542c80df30e0441072b,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libdsutils.so,6d5a9c4a705d35c6da038218d6bd32f4116b15ce,6d5a9c4a705d35c6da038218d6bd32f4116b15ce,6d5a9c4a705d35c6da038218d6bd32f4116b15ce,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libexpat.so,033be5d929a64ac0835bfed2ee3d1803bb5c2157,239b5bb04fb8c06e6c12d198a92c3a165ff727be,033be5d929a64ac0835bfed2ee3d1803bb5c2157,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libfmq.so,819d7fe328ac4c6e0e6055ff2a3efe90de14fc89,819d7fe328ac4c6e0e6055ff2a3efe90de14fc89,819d7fe328ac4c6e0e6055ff2a3efe90de14fc89,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libgdix_afeH018AM2900.so,c594743bd8f732f61788ea250fa2db4cf331930b,c594743bd8f732f61788ea250fa2db4cf331930b,c594743bd8f732f61788ea250fa2db4cf331930b,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libgdix_tsa.so,67364dbb78f8672300bde8036d8f9cd682213551,fc1d0668f17dd7d36e44ae0902ea10d7ad5cfa35,67364dbb78f8672300bde8036d8f9cd682213551,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libgdix_tsc.so,ddedcd4130d2717d1b0d2f1003bc22b90a00f750,ddedcd4130d2717d1b0d2f1003bc22b90a00f750,ddedcd4130d2717d1b0d2f1003bc22b90a00f750,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libgdix_tsd.so,4577319fc9a6d7fe2bb12bd199995d75ca41c585,4577319fc9a6d7fe2bb12bd199995d75ca41c585,4577319fc9a6d7fe2bb12bd199995d75ca41c585,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libgpt.so,22fe702a21c8a7a4bd8b75535c053395895c43be,22fe702a21c8a7a4bd8b75535c053395895c43be,22fe702a21c8a7a4bd8b75535c053395895c43be,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libidl.so,ee452d0c3990e14b9f5059bf8d71bdbdc22de800,9dd36dd25b8accb44951592b08ec81c07fbf4b16,ee452d0c3990e14b9f5059bf8d71bdbdc22de800,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libion.so,9b5dd7008a77c08ae3b3cffd68dd63321e54b8c0,9b5dd7008a77c08ae3b3cffd68dd63321e54b8c0,9b5dd7008a77c08ae3b3cffd68dd63321e54b8c0,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libkeymaster_messages.so,9e957d7bfd684289541946908e33cbd8e15472b9,9e957d7bfd684289541946908e33cbd8e15472b9,9e957d7bfd684289541946908e33cbd8e15472b9,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libkeymaster_portable.so,b1d26b9137e88de0836aed86244d2afc4958f93f,14a309697333e28c5b69f0153600b16bc6fefe16,b1d26b9137e88de0836aed86244d2afc4958f93f,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libkeymasterdeviceutils.so,cb7268d1fdf9b19cb8c9cddc3349285c122ad1e2,a0bf9fb5be7d4cc60e00fd4837393fd212d22e67,cb7268d1fdf9b19cb8c9cddc3349285c122ad1e2,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libkeymasterprovision.so,66480ab651af3f5ea36b03748fee3346b1753d5e,66480ab651af3f5ea36b03748fee3346b1753d5e,66480ab651af3f5ea36b03748fee3346b1753d5e,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libkeymasterutils.so,bcba4f4507e8e01a703a43dd4f2bfcb5d722bac9,bcba4f4507e8e01a703a43dd4f2bfcb5d722bac9,bcba4f4507e8e01a703a43dd4f2bfcb5d722bac9,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libmdmdetect.so,53df2131c9409ed4f5f566bc12d3da3a8140b649,53df2131c9409ed4f5f566bc12d3da3a8140b649,53df2131c9409ed4f5f566bc12d3da3a8140b649,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libmemunreachable.so,78368a9dacf47ea20220c72f81f9b8e1ab3654ad,718bf0761bc250494e38e5cb367cfbc3bdf2e46a,78368a9dacf47ea20220c72f81f9b8e1ab3654ad,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libminkdescriptor.so,b151786d84086916843078d72a20a9934169a464,b151786d84086916843078d72a20a9934169a464,b151786d84086916843078d72a20a9934169a464,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libminksocket_vendor.so,b4fa44396d4beeaf1bc98d95ba375630ae82661f,b4fa44396d4beeaf1bc98d95ba375630ae82661f,b4fa44396d4beeaf1bc98d95ba375630ae82661f,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libnetutils.so,1e2ac706cce06eaa4b08eea8bde55740f8d48f42,1e2ac706cce06eaa4b08eea8bde55740f8d48f42,1e2ac706cce06eaa4b08eea8bde55740f8d48f42,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libnicm.so,5b6692d4fd1f758f57b6d1a743c748b27288b4d8,5b6692d4fd1f758f57b6d1a743c748b27288b4d8,5b6692d4fd1f758f57b6d1a743c748b27288b4d8,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libnicm_dsi.so,c85cb77b98d672d90c77bec9adca773e2e288e31,c85cb77b98d672d90c77bec9adca773e2e288e31,c85cb77b98d672d90c77bec9adca773e2e288e31,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libnicm_utils.so,0d5b5ff3b4e0e956c34bea58fd0a90cb7f5c192a,09da0d60c52bcaeccd6b54d2e43aee9d16c1c9e8,0d5b5ff3b4e0e956c34bea58fd0a90cb7f5c192a,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libops.so,7ea03fd7c0c0d2b74140fa9d15b54daf0fc81479,25a4bb0cc5337e67e42322c563eaff9ba6ff73d7,7ea03fd7c0c0d2b74140fa9d15b54daf0fc81479,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libpalclient.so,0e4916a9046be07a1843e9b5037a8a45a73bf116,f8a57a770cde9d43a77ec6ae41911174dc669c26,0e4916a9046be07a1843e9b5037a8a45a73bf116,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqcbor.so,34cf42f095683ecde5cd5e6aea83cbb73d727d89,34cf42f095683ecde5cd5e6aea83cbb73d727d89,34cf42f095683ecde5cd5e6aea83cbb73d727d89,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqdi.so,670fdc5bb599c8c61f58e79f76a0dd97a8e5a1db,b44da793ee49f911e472d5cffd34aff0cba870ab,670fdc5bb599c8c61f58e79f76a0dd97a8e5a1db,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqdutils.so,b51d7217eb1672b9e45fd004748737a702d5b5c9,b51d7217eb1672b9e45fd004748737a702d5b5c9,b51d7217eb1672b9e45fd004748737a702d5b5c9,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqisl.so,1eb025ea4b7db465c5c6f3098dbe1514824464ef,1eb025ea4b7db465c5c6f3098dbe1514824464ef,1eb025ea4b7db465c5c6f3098dbe1514824464ef,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqmi.so,b8c013f2248e3d5591a6bd3206394a754add7e98,1d1f846b14c2e30dcfe35dd0066554ea7d290ecb,b8c013f2248e3d5591a6bd3206394a754add7e98,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqmi_cci.so,6b01a7249fbff8fbbb3dced9a7210ee288af1680,6b01a7249fbff8fbbb3dced9a7210ee288af1680,6b01a7249fbff8fbbb3dced9a7210ee288af1680,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqmi_client_helper.so,2fcaeb1498a3adee04f9d74974e5d049deda8980,2fcaeb1498a3adee04f9d74974e5d049deda8980,2fcaeb1498a3adee04f9d74974e5d049deda8980,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqmi_client_qmux.so,89d44dc0366c35d471979245cff65853ac6c2f94,89d44dc0366c35d471979245cff65853ac6c2f94,89d44dc0366c35d471979245cff65853ac6c2f94,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqmi_common_so.so,0841d488ac4def1b448c9f1d777edcef6231cbea,0841d488ac4def1b448c9f1d777edcef6231cbea,0841d488ac4def1b448c9f1d777edcef6231cbea,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqmi_csi.so,ce0d7671dd9c89bcb9a50e9fc77ab54217d3dcb6,ce0d7671dd9c89bcb9a50e9fc77ab54217d3dcb6,ce0d7671dd9c89bcb9a50e9fc77ab54217d3dcb6,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqmi_encdec.so,f98a50b4d6046f406e7236f80e38bce4e590afa3,f98a50b4d6046f406e7236f80e38bce4e590afa3,f98a50b4d6046f406e7236f80e38bce4e590afa3,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqmiservices.so,d0f652e17d2ce734dd5ce9e9fcd1e5f48b979f47,93615bfd23795167ed02dbb3ead2ee357028aea0,d0f652e17d2ce734dd5ce9e9fcd1e5f48b979f47,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqrtr.so,b1f765168b078adf27be124ed8cdd5aebd319887,b1f765168b078adf27be124ed8cdd5aebd319887,b1f765168b078adf27be124ed8cdd5aebd319887,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqservice.so,61bff702db0dc94c5402a1e14f94066c87960b3c,61bff702db0dc94c5402a1e14f94066c87960b3c,61bff702db0dc94c5402a1e14f94066c87960b3c,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqtikeymaster4.so,4544a6d8727abbb49537e04986b0277644cbd217,4544a6d8727abbb49537e04986b0277644cbd217,4544a6d8727abbb49537e04986b0277644cbd217,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libqtikeymint.so,9a415f4487dd284d6952587e76261129abaec94b,dd4ff42608a98a6e2c41f4ba582571637b5ce8c7,9a415f4487dd284d6952587e76261129abaec94b,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/librecovery_updater.so,0a1c8b55a390b03a564bd18c6b15c98a8be25ac3,0a1c8b55a390b03a564bd18c6b15c98a8be25ac3,0a1c8b55a390b03a564bd18c6b15c98a8be25ac3,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/librecovery_updater_msm.so,26345e43ed2fc635e23af77686e15bcd582f8967,26345e43ed2fc635e23af77686e15bcd582f8967,26345e43ed2fc635e23af77686e15bcd582f8967,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/librpmb.so,5112851f7d11433d048573f32b92246f80872290,5112851f7d11433d048573f32b92246f80872290,5112851f7d11433d048573f32b92246f80872290,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libseclog.so,6ea00461591fa74f643d2420a7c0f4bba4286ee7,6ea00461591fa74f643d2420a7c0f4bba4286ee7,6ea00461591fa74f643d2420a7c0f4bba4286ee7,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libsoc_helper.so,c968548ddf305f4f078caaffaa7b0be357bbf5f4,c968548ddf305f4f078caaffaa7b0be357bbf5f4,c968548ddf305f4f078caaffaa7b0be357bbf5f4,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libspcom.so,37f3f9829056ad771b519af98dc701f90e5990a2,f0230661ed407c9eba4d48b41dccb7ea718b4371,37f3f9829056ad771b519af98dc701f90e5990a2,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libspl.so,aef5e676d16ab1abd08caf720481f7865ff98246,aef5e676d16ab1abd08caf720481f7865ff98246,aef5e676d16ab1abd08caf720481f7865ff98246,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libssd.so,2ec1ba0893a332bddf038bf1ed59f26a8d91c42f,2ec1ba0893a332bddf038bf1ed59f26a8d91c42f,2ec1ba0893a332bddf038bf1ed59f26a8d91c42f,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libtaautoload.so,0687c1b219d62e8b105474c9c7c25f015a9b3193,0687c1b219d62e8b105474c9c7c25f015a9b3193,0687c1b219d62e8b105474c9c7c25f015a9b3193,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libtime_genoff.so,f57e282b9df9182443fd8232738ffa089c8796bb,f57e282b9df9182443fd8232738ffa089c8796bb,f57e282b9df9182443fd8232738ffa089c8796bb,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libtinyalsa.so,fe2575e732792cd2ca93b6cb1867ddbfd2644f29,fe2575e732792cd2ca93b6cb1867ddbfd2644f29,fe2575e732792cd2ca93b6cb1867ddbfd2644f29,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libvmmem.so,98e29b20e4e28963d055fcc6e6cbb330ec95f62c,75188130b71e6925eb3311a7af0629e986372a3e,98e29b20e4e28963d055fcc6e6cbb330ec95f62c,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/libxml.so,734ec3631b9b577a4434fe6ccc39b62a0c70abfe,734ec3631b9b577a4434fe6ccc39b62a0c70abfe,734ec3631b9b577a4434fe6ccc39b62a0c70abfe,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/vendor.display.config@1.0.so,6c61405a3658db28403874bf8540a2f1562d3bf3,6c61405a3658db28403874bf8540a2f1562d3bf3,6c61405a3658db28403874bf8540a2f1562d3bf3,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/vendor.display.config@2.0.so,eacd04cd1909bd1205354a21aff775a8af9e430a,eacd04cd1909bd1205354a21aff775a8af9e430a,eacd04cd1909bd1205354a21aff775a8af9e430a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/vendor.qti.hardware.display.config-V7-ndk.so,124bf49a8c3b0d4488c8c528fc33ecc30b4c99e7,124bf49a8c3b0d4488c8c528fc33ecc30b4c99e7,124bf49a8c3b0d4488c8c528fc33ecc30b4c99e7,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/vendor.qti.hardware.pal-V1-ndk.so,43ac6067aa3457d6c7952b4991a67fc0073a385d,43ac6067aa3457d6c7952b4991a67fc0073a385d,43ac6067aa3457d6c7952b4991a67fc0073a385d,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/vendor.qti.hardware.wifi.supplicant-V1-ndk.so,12bc0bd1606f82d0788afed325a1538407f2212b,12bc0bd1606f82d0788afed325a1538407f2212b,12bc0bd1606f82d0788afed325a1538407f2212b,sin cambios compartido,Identidad de blob Git con la referencia TWRP
security/releasekey.x509.pem,2a793ffac65dbba66afd164ab1aa3fec08bea817,2a793ffac65dbba66afd164ab1aa3fec08bea817,2a793ffac65dbba66afd164ab1aa3fec08bea817,sin cambios compartido,Identidad de blob Git con la referencia TWRP
system.prop,b6f3f61246fe2899e9fea704bf0022f69821acde,4bdea1c9591dfa37d8feb53a5729e2164b541aa0,4bdea1c9591dfa37d8feb53a5729e2164b541aa0,OrangeFox conservado,Integración/producto OrangeFox o configuración heredada sin evidencia de sustitución necesaria
tools/apply-recovery-patches.py,,,9a44a0af4ad914cd5c959f73cc8b54c32bb1c0b6,CI/herramienta,Validación OrangeFox del commit exacto y artefactos
tools/build-validated.sh,,,b4247ab80b4074c771b0fe665440f3af98741a14,CI/herramienta,Validación OrangeFox del commit exacto y artefactos
tools/setup-all.sh,,86c999964f007b0846d50ecfd8f1e93eb2aa34d4,86c999964f007b0846d50ecfd8f1e93eb2aa34d4,OrangeFox conservado,Integración/producto OrangeFox o configuración heredada sin evidencia de sustitución necesaria
tools/setup-deps.sh,,f90cfdde7140035652e4b1ad2ed9ce0f2decd847,f90cfdde7140035652e4b1ad2ed9ce0f2decd847,OrangeFox conservado,Integración/producto OrangeFox o configuración heredada sin evidencia de sustitución necesaria
tools/setup-runner.sh,,e66154e1b561dd50a85971be047902b28433e84c,e66154e1b561dd50a85971be047902b28433e84c,OrangeFox conservado,Integración/producto OrangeFox o configuración heredada sin evidencia de sustitución necesaria
tools/validate-port.py,,,76b54d2eb63a2d04f1226986213791841534a743,CI/herramienta,Validación OrangeFox del commit exacto y artefactos
tools/verify-image.py,,,d77456a59b7a4c5495d811ca15b6e431b712b0f1,CI/herramienta,Validación OrangeFox del commit exacto y artefactos
tools/verify-ramdisk.py,,,492c912e8114907479944dc014cf09f51165f5a9,CI/herramienta,Validación OrangeFox del commit exacto y artefactos
twrp_NX733J.mk,dc193d4d8d64e84f8799e8ea882a4af69a1dd471,,,excluido,"Producto/build TWRP, branding runtime sustituido por TW_DEVICE_VERSION, o configuración crDroid fuera del producto OrangeFox"
vendorsetup.sh,,,dc2c4953f165d203c7c65461b1a502b0140ad04d,fusión manual,Integración del conocimiento de hardware TWRP y semántica OrangeFox; ver PORT_STATUS.md
